,tweet,tweet_length,tweet_cleaned
1054, The media blackout of #sensata will continue unless <e>Obama</e> brings it up this Tue. I hope he plays to win this time.,122,"['media', 'blackout', 'sensata', 'continue', 'unless', 'Obama', 'bring', 'Tue', 'hope', 'play', 'win', 'time']"
1055," @kpsander @gingerhines last election there wasan oldlady @ a rally saying she was afraid of <e>Obama</e> because. ""He's a Muslim"" McCain corrected",147,"['kpsander', 'gingerhines', 'last', 'election', 'wasan', 'oldlady', 'rally', 'say', 'afraid', 'Obama', 'Muslim', 'McCain', 'correct']"
1056, Is it weird that I find <e>Obama</e> attractive?,49,"['weird', 'find', 'Obama', 'attractive']"
1057, @Jmobird12 I'm sure army voted for <e>Obama</e> in 08,54,"['sure', 'army', 'vote', 'Obama']"
1058, Just got handed a Mrs. <e>Obama</e> ticket for 230.. Too bad I have class. Who's ready for this<a> debate</a>?!,112,"['get', 'hand', 'Mrs', 'Obama', 'ticket', 'bad', 'class', 'ready', 'debate']"
1059," <e>Obama</e> has chosen Mariah Carey in the American Idol feud - any1 really care abt that??? Meanwhile state dept, dead ambassador, economy......",147,"['Obama', 'choose', 'Mariah', 'Carey', 'American', 'Idol', 'feud', 'really', 'care', 'abt', 'Meanwhile', 'state', 'dept', 'dead', 'ambassador', 'economy']"
1060, @JimCvengros_530 maybe it WAS <e>Obama</e> ;-),47,"['maybe', 'Obama']"
1061, via @PatDollard Stunning Reveal: Despite <e>Obama</e> Claims That Terrorist Bill Ayers Not A Close ... http://t.co/nwp4J2ys #twisters #teaparty,144,"['via', 'PatDollard', 'Stunning', 'Reveal', 'Despite', 'Obama', 'Claims', 'Terrorist', 'Bill', 'Ayers', 'Close', 'http', 'twisters', 'teaparty']"
1062, <e>Obama</e> Admin Pressing Forward With Race Based Disciplinary Policy In Schools  http://t.co/epq8PF6w      <e>Romney</e> has much to undo!,142,"['Obama', 'Admin', 'Pressing', 'Forward', 'Race', 'Based', 'Disciplinary', 'Policy', 'Schools', 'http', 'Romney', 'much', 'undo']"
1063, #msnbc2012 @TheRevAl #<a>Debate2012</a> @Edshow <e>Obama</e> can't be #afraid 2 loose!,87,"['TheRevAl', 'Edshow', 'Obama', 'ca', 'afraid', 'loose']"
1064," <e>Romney</e> raised $170 million in September, trails <e>Obama</e> http://t.co/jPDfJHye",89,"['Romney', 'raise', 'million', 'September', 'trail', 'Obama', 'http']"
1065, Ad Exposes <e>Obama</e>â€™s Support For Murder Of Babies Born Alive After Failed Abortions http://t.co/9dYLRygL via @patdollard -- PhxKen,138,"['Ad', 'Exposes', 'Support', 'Murder', 'Babies', 'Born', 'Alive', 'Failed', 'Abortions', 'http', 'via', 'patdollard', 'PhxKen']"
1066, â€œ@andersoncooper: What do you think of #HilaryClinton's statement?  She just ended her career amidst scandal and lies.  Buck stops w/<e>Obama</e>!,149,"['andersoncooper', 'think', 'HilaryClinton', 'statement', 'end', 'career', 'amidst', 'scandal', 'lie', 'Buck', 'stop']"
1067, Our prez RT @RealSway: President Barack <e>Obama</e> weighs in on the Nicki Minaj and Mariah Carey beef on American Idol: http://t.co/OYhiz5EA,143,"['prez', 'RT', 'RealSway', 'President', 'Barack', 'Obama', 'weigh', 'Nicki', 'Minaj', 'Mariah', 'Carey', 'beef', 'American', 'Idol', 'http']"
1068," Miners Fight Back Against <e>Obama</e> TV Ad: ""Absolute Lies"": http://t.co/zpP5OQwI via  @WEWS @WKYC @ClevelandHts #Beachwood #ShakerHeights",141,"['Miners', 'Fight', 'Back', 'Obama', 'TV', 'Ad', 'Absolute', 'Lies', 'http', 'via', 'WEWS', 'WKYC', 'ClevelandHts', 'Beachwood', 'ShakerHeights']"
1069, It hurts me to say this but I'm a bigger fan of Barack <e>Obama</e> then Jose Valverde.,88,"['hurt', 'say', 'bigger', 'fan', 'Barack', 'Obama', 'Jose', 'Valverde']"
1070," ""Why I'm voting for <e>Obama</e>: he mad cool yo"" lolzzz",57,"['vote', 'Obama', 'mad', 'cool', 'yo', 'lolzzz']"
1071," WI Annual GOP Convention: Senate candidate Gov Tommy Thompson's son says, ""Send Pres <e>Obama</e> back to Chicago, or Kenya."" The modern GOP.",142,"['WI', 'Annual', 'GOP', 'Convention', 'Senate', 'candidate', 'Gov', 'Tommy', 'Thompson', 'son', 'say', 'Send', 'Pres', 'Obama', 'back', 'Chicago', 'Kenya', 'modern', 'GOP']"
1072," Comment on Koch Industries, other CEOs warn employees of layoffs if <e>Obama</e> is reelected.  Wrong to push information to employees.  My opinion",148,"['Comment', 'Koch', 'Industries', 'CEOs', 'warn', 'employees', 'layoffs', 'Obama', 'reelect', 'Wrong', 'push', 'information', 'employees', 'opinion']"
1073," #DOG EM #170: (@VictorB123)tweeted: In <e>Obama</e>'s remake of Star Trek: Spock: Live short + redistribute. (the finger thing is different, too).",147,"['DOG', 'EM', 'tweet', 'Obama', 'remake', 'Star', 'Trek', 'Spock', 'Live', 'short', 'redistribute', 'finger', 'thing', 'different']"
1074," @OrwellForce @kesgardner @exjon <e>Obama</e> does end-runs around the constitution. Why should he even care about ""rules""?",123,"['OrwellForce', 'kesgardner', 'exjon', 'Obama', 'around', 'constitution', 'even', 'care', 'rule']"
1075," On <e>Obama</e>'s Speech Attacking Business ""Spoken By A Man Who Never Created Or Ran So Much As A Candy Store"" http://t.co/j61iHut9â€ #FightForJobs",150,"['Obama', 'Speech', 'Attacking', 'Business', 'Spoken', 'Man', 'Never', 'Created', 'Ran', 'Much', 'Candy', 'Store', 'http', 'FightForJobs']"
1076," Comment on What is President <e>Obama</e>'s greatest challenge at tomorrow night's <a>debate</a>? by Loren, Chicago http://t.co/pGySRjaV",137,"['Comment', 'President', 'Obama', 'greatest', 'challenge', 'tomorrow', 'night', 'debate', 'Loren', 'Chicago', 'http']"
1077," In Next <a>Debate</a>, <e>Obama</e> Faces Challenges on Key Issues:  http://t.co/QCM4hiOS",90,"['Next', 'Debate', 'Obama', 'Faces', 'Challenges', 'Key', 'Issues', 'http']"
1078, @hardball I wish <e>Obama</e> would come out and sing America the Beautiful tonight.,85,"['hardball', 'wish', 'Obama', 'would', 'come', 'sing', 'America', 'Beautiful', 'tonight']"
1079, Barack <e>Obama</e> vs Mitt <e>Romney</e>. Epic Rap Battles Of History Season 2.: http://t.co/QO9WOdVw via @youtube,116,"['Barack', 'Obama', 'vs', 'Mitt', 'Romney', 'Epic', 'Rap', 'Battles', 'History', 'Season', 'http', 'via', 'youtube']"
1080," If I was involved in 1 of <e>Obama</e>'s career ending fkups, I would be very leery about <e>Obama</e> sending me out of the country #tcot #gop #RonBrown",154,"['involve', 'Obama', 'career', 'end', 'fkups', 'would', 'leery', 'Obama', 'send', 'country', 'tcot', 'gop', 'RonBrown']"
1081, <e>Obama</e> is not a TV Personality. I understand you have a deep seated need to politicize... http://t.co/PHjdMml3,117,"['Obama', 'TV', 'Personality', 'understand', 'deep', 'seat', 'need', 'politicize', 'http']"
1082, <e>Obama</e> supporter was asked at recent Hollywood Campaigner what specifically she was voting <e>Obama</e> for? Her answer was Change? Ignorance,148,"['Obama', 'supporter', 'ask', 'recent', 'Hollywood', 'Campaigner', 'specifically', 'vote', 'Obama', 'answer', 'Change', 'Ignorance']"
1083," Behind every great man, there's a woman rolling her eyes. Just look at #<e>Obama</e>",85,"['Behind', 'every', 'great', 'man', 'woman', 'roll', 'eye', 'look', 'Obama']"
1084," If you vote for a <a>3rd party candidate</a>, you're really voting for another <e>Obama</e> term. #<e>Romney</e>Ryan2012 #election2012 #election #debate",153,"['vote', 'party', 'candidate', 'really', 'vote', 'another', 'Obama', 'term', 'election', 'debate']"
1085, Does <e>Obama</e> even want a second term? http://t.co/kWrAtm0B via @TheWeek,77,"['Obama', 'even', 'want', 'second', 'term', 'http', 'via', 'TheWeek']"
1086, @EricaRN4USA THANK U--I KNOW!! EVEN NOW HE DOES NOT GET IT!  STIll--and his guests--they are all sick with <e>Obama</e> Love...,128,"['THANK', 'U', 'KNOW', 'EVEN', 'GET', 'STIll', 'guests', 'sick', 'Obama', 'Love']"
1087, MT @BettinaVLA: <a>Choom Gang & Barry the dope dealer</a>:possible reason 4 <e>Obama</e>'s SEALED school files. http://t.co/nyZYTU7W http://t.co/q4c60sVe,154,"['MT', 'BettinaVLA', 'Choom', 'Gang', 'Barry', 'dope', 'dealer', 'possible', 'reason', 'Obama', 'SEALED', 'school', 'file', 'http', 'http']"
1088, Everything You Need to Know About #<e>Obama</e> â€˜Founding Fatherâ€™ Bill Ayers and His Radical Influence  http://t.co/psAtAcJj,129,"['Everything', 'Need', 'Know', 'Obama', 'Bill', 'Ayers', 'Radical', 'Influence', 'http']"
1089," Sophisticated <e>Obama</e> Machine Trying To Reach Unlikely Voters: * <e>Obama</e> team has hundreds of thousands of <a>volunteers</a>,... http://t.co/r0cVRily",160,"['Sophisticated', 'Obama', 'Machine', 'Trying', 'Reach', 'Unlikely', 'Voters', 'Obama', 'team', 'hundreds', 'thousands', 'volunteer', 'http']"
1090, President Barack <e>Obama</e> Weighs In on Mariah Carey-Nicki Minaj Feud http://t.co/dTFfdDXM,94,"['President', 'Barack', 'Obama', 'Weighs', 'Mariah', 'Minaj', 'Feud', 'http']"
1091," RT""@SaroorIjaz: Osama, Al Qaeda, <e>Obama</e>, Salala, Malala .. the rhyming game continues.""",94,"['RT', 'SaroorIjaz', 'Osama', 'Al', 'Qaeda', 'Obama', 'Salala', 'Malala', 'rhyme', 'game', 'continue']"
1092, <e>Obama</e> has millions of fake Twitter followers via USATODAY,65,"['Obama', 'millions', 'fake', 'Twitter', 'followers', 'via', 'USATODAY']"
1093," Yesterday, besides calling battleground states to argue for <e>Obama</e>, I passed up made-in-China car mats for costlier, superior USA ones.",142,"['Yesterday', 'besides', 'call', 'battleground', 'state', 'argue', 'Obama', 'pass', 'car', 'mat', 'costlier', 'superior', 'USA', 'ones']"
1094, @HeyTammyBruce @TCOTvideos she probably is looking for a quick exit - I'll bet it's chaotic keeping up with <e>Obama</e>'s truth & her truth,141,"['HeyTammyBruce', 'TCOTvideos', 'probably', 'look', 'quick', 'exit', 'bet', 'chaotic', 'keep', 'Obama', 'truth', 'truth']"
1095," @edshow based on your irrational comment, r you suggesting that President Obama has not been fighting for the American people the last 4yrs?",141,"['edshow', 'base', 'irrational', 'comment', 'r', 'suggest', 'President', 'Obama', 'fight', 'American', 'people', 'last']"
1096," #Romney #Obama2012 I served this country to continue your right to express your ignorance on social media, but please stop abusing it.",135,"['Romney', 'serve', 'country', 'continue', 'right', 'express', 'ignorance', 'social', 'media', 'please', 'stop', 'abuse']"
1097, !RT @G_LopsBBS: I'm not for or against <e>obama</e>,52,"['RT', 'G_LopsBBS', 'obama']"
1098, Well pretty pumped to see how many people are here watching over <e>obama</e>.,79,"['Well', 'pretty', 'pump', 'see', 'many', 'people', 'watch', 'obama']"
1099, Watching a <a>documentary</a> on <e>obama</e>,46,"['Watching', 'documentary', 'obama']"
1100, I wish <e>obama</e> n <e>Romney</e> could <a>debate</a> some more,66,"['wish', 'obama', 'n', 'Romney', 'could', 'debate']"
1101, 85% of <a>white people</a> voted for <e>obama</e>,50,"['white', 'people', 'vote', 'obama']"
1102," <a>Waiting</a> to see <e>obama</e>! ""_____""",44,"['Waiting', 'see', 'obama']"
1103, Not sure why everyone is saying <e>obama</e> won the <a>debate</a>... it seemed pretty even to me.,99,"['sure', 'everyone', 'say', 'obama', 'debate', 'seem', 'pretty', 'even']"
1104, <e>obama</e> breaks silence on <a>child poverty</a> http://t.co/arCZ1xIU,73,"['obama', 'break', 'silence', 'child', 'poverty', 'http']"
1105, <e>obama</e>'s War on <a>Coal</a> http://t.co/C8sr85rU,55,"['obama', 'War', 'Coal', 'http']"
1106, Riding my bike to see President <e>obama</e> Friday morning at George Mason U.  I'll tell him you said,103,"['Riding', 'bike', 'see', 'President', 'obama', 'Friday', 'morning', 'George', 'Mason', 'U', 'tell', 'say']"
1107," ""Why would any <a>Jew vote</a> for <e>obama</e>?"" Renie: http://t.co/cGcBoDgW via @youtube",91,"['would', 'Jew', 'vote', 'obama', 'Renie', 'http', 'via', 'youtube']"
1108, Second <e>obama</e>-<e>Romney</e> debate draws<a> 65.6 million viewers</a> http://t.co/qc6K6owJ,96,"['Second', 'debate', 'draw', 'million', 'viewers', 'http']"
1109, <e>obama</e> is coming to my school again,42,"['obama', 'come', 'school']"
1110, <e>obama</e>'s Oil And Gas Production Claims Fact Checkedhttp://t.co/WcQZ9Zfl,78,"['obama', 'Oil', 'Gas', 'Production', 'Claims', 'Fact', 'Checkedhttp']"
1111, Presidential <a>debate</a>: Four ways <e>obama</e>,51,"['Presidential', 'debate', 'Four', 'ways', 'obama']"
1112,"President <e>Obama</e> says he believes in free enterprise, self reliance, and risk taking. He should definitely try <a>walking</a> that walk.",142,"['President', 'Obama', 'say', 'believe', 'free', 'enterprise', 'self', 'reliance', 'risk', 'take', 'definitely', 'try', 'walk', 'walk']"
1113,So according to Obama <e>smart</e> <e>people</e> <a>don't</a> <a>kill</a> people...really,89,"['accord', 'Obama', 'smart', 'people', 'kill', 'people', 'really']"
1114,"after Obama and <e>Romney</e> cross paths on stage, Romney checks for his <a>wallet</a> LOL",91,"['Obama', 'Romney', 'cross', 'paths', 'stage', 'Romney', 'check', 'wallet', 'LOL']"
1115,White folks forget that <e>Obama</e> really a <a>mix</a> <a>breed</a>,69,"['White', 'folks', 'forget', 'Obama', 'really', 'mix', 'breed']"
1116,"<e>Obama's</e> <a>plan</a> is the same - take money from working people, give it to his friends and grow the voting welfare base!!!!  via suburbanjung",150,"['Obama', 'plan', 'take', 'money', 'work', 'people', 'give', 'friends', 'grow', 'vote', 'welfare', 'base', 'via', 'suburbanjung']"
1117,<e>RT</e> if ur going <a>for</a> <a>Obama</a>,45,"['RT', 'ur', 'go', 'Obama']"
1118,"Words or time,pick a side! RT @jeremyscahill BOOM!!!!!! RT @chucktodd: <e>Obama</e> spoke <a>longer</a> than <e>Romney</e> but Romney used more <a>words</a> than Obama",167,"['Words', 'time', 'pick', 'side', 'RT', 'jeremyscahill', 'BOOM', 'RT', 'chucktodd', 'Obama', 'speak', 'longer', 'Romney', 'Romney', 'use', 'word', 'Obama']"
1119,"@KarlRove Romney won on leadership, substance, and courtesy. <e>Obama</e> won on being <a>argumentative</a> and Candy won on Obama ass kissing!",143,"['KarlRove', 'Romney', 'leadership', 'substance', 'courtesy', 'Obama', 'argumentative', 'Candy', 'Obama', 'ass', 'kiss']"
1120,This time last year all <e>ya'll</e> <a>hated</a> Obama and now y'all <a>love</a> him again? #wtf #hypocrite #smh,113,"['time', 'last', 'year', 'ya', 'hat', 'Obama', 'love', 'wtf', 'hypocrite', 'smh']"
1121,"The fact is that <e>#Romney</e> just <a>cannot</a> <a>reduce</a> the <a>deficit</a> in the way he says, but neither can #Obama #debate #USElection2012",150,"['fact', 'Romney', 'reduce', 'deficit', 'way', 'say', 'neither', 'Obama', 'debate']"
1122,Watching the debate on my dvr when suddenly there was a <a>punching</a> sound effect on <e>CNN</e> when Obama called Mitt on a lie.,131,"['Watching', 'debate', 'dvr', 'suddenly', 'punch', 'sound', 'effect', 'CNN', 'Obama', 'call', 'Mitt', 'lie']"
1123,<e>Obama</e> this is <a>America</a> not a charity.,50,"['Obama', 'America', 'charity']"
1124,Vote Obama or mitt by what <e>they</e> are <a>saying</a> and <a>trying</a> to do or what Obama has done for America. Not if they are Christians or not #Lol,155,"['Vote', 'Obama', 'mitt', 'say', 'try', 'Obama', 'do', 'America', 'Christians', 'Lol']"
1125,<e>Obama</e> <a>drank</a> his Honey Boo Boo <a>juice</a> tonight. #phew,71,"['Obama', 'drink', 'Honey', 'Boo', 'Boo', 'juice', 'tonight', 'phew']"
1126,I <e>know</e> absolutely <a>nothing</a> about Romney or Obama.. Lmao.#dontcare,78,"['know', 'absolutely', 'nothing', 'Romney', 'Obama', 'Lmao', 'dontcare']"
1127,"Sounds like <e>Obama</e> is <a>trying</a> <a>to</a> <a>make</a> us a <a>socialist</a> <a>country.</a> #nothanks ill work for my money, not sit back and expect a check every month.",179,"['Sounds', 'like', 'Obama', 'try', 'make', 'us', 'socialist', 'country', 'nothanks', 'ill', 'work', 'money', 'sit', 'back', 'expect', 'check', 'every', 'month']"
1128,@IngrahamAngle all this talk about <e>Libya</e> is <a>hurting</a> <a>Obama</a>,78,"['IngrahamAngle', 'talk', 'Libya', 'hurt', 'Obama']"
1129,"@PredsFanBetsy most of <e>them</e> <a>were</a> 2008 Obama <a>voters,</a> hon.  #debates",87,"['PredsFanBetsy', 'Obama', 'voters', 'hon', 'debate']"
1130,<e>Obama</e> needed a better <a>debate</a> and he had one http://t.co/gcF0TqS5,78,"['Obama', 'need', 'better', 'debate', 'one', 'http']"
1131,<e>Obama</e> gets more <a>time</a> http://t.co/BvYpn83j,55,"['Obama', 'get', 'time', 'http']"
1132,"CNN flash poll: <e>Obama</e> <a>46%,</a> Romney 39%",51,"['CNN', 'flash', 'poll', 'Obama', 'Romney']"
1133,<e>Obama</e> <a>cut</a> his own throat on the Rose Garden statement,67,"['Obama', 'cut', 'throat', 'Rose', 'Garden', 'statement']"
1134,Found my Obama 08 memorabilia. 4 <e>years</e> <a>went</a> by quick.  http://t.co/mqd7hpMS,89,"['Found', 'Obama', 'memorabilia', 'years', 'go', 'quick', 'http']"
1135,CNN poll Obama 46/ Romney <e>39.</e> 73 percent say Obama did <a>better</a> than expected.,90,"['CNN', 'poll', 'Obama', 'Romney', 'percent', 'say', 'Obama', 'better', 'expect']"
1136,Not surprising but <e>@CNN</e> (Communist News Network) is <a>calling</a> an <a>Obama</a> <a>win</a>,100,"['surprise', 'CNN', 'Communist', 'News', 'Network', 'call', 'Obama', 'win']"
1137,"Every time <e>Romney</e> would disrespectfully <a>interrupt</a> the President, I was halfway hoping Obama would yell out ""You goin ta jail now!""",144,"['Every', 'time', 'Romney', 'would', 'disrespectfully', 'interrupt', 'President', 'halfway', 'hop', 'Obama', 'would', 'yell', 'goin', 'ta', 'jail']"
1138,@chrisrockoz i think you meant to say <e>Obama</e> and Biden no one has more <a>respect</a> for <a>women</a> than Mitt Romney,125,"['chrisrockoz', 'think', 'mean', 'say', 'Obama', 'Biden', 'one', 'respect', 'women', 'Mitt', 'Romney']"
1139,<e>CNN</e> said Obama's pln to decrease the deficit ws <a>incomplete</a> bc txg the wealthy wldnt be enough. Thy frgt to mention the end of the war mny.,152,"['CNN', 'say', 'Obama', 'pln', 'decrease', 'deficit', 'ws', 'incomplete', 'bc', 'txg', 'wealthy', 'wldnt', 'enough', 'Thy', 'frgt', 'mention', 'end', 'war', 'mny']"
1140,"Angry <e>Obama</e> tells Romney his Libya attacks are <a>""offensive""</a> http://t.co/la9KQk82",93,"['Angry', 'Obama', 'tell', 'Romney', 'Libya', 'attack', 'offensive', 'http']"
1141,<e>Never</e> really <a>liked</a> Obama and don't really like Romney.,68,"['Never', 'really', 'like', 'Obama', 'really', 'like', 'Romney']"
1142,"POLITICO <e>@politicoObama:</e> ""I'm the President, I am always <a>responsible.""</a> #271debate",95,"['POLITICO', 'politicoObama', 'President', 'always', 'responsible']"
1143,<e>Obama</e> calls for <a>reintroducing</a> assault-weapons ban (The Arizona Republic): Share With Friends:  |  | Top News - P... http://t.co/lCwI3y7H,150,"['Obama', 'call', 'reintroduce', 'ban', 'Arizona', 'Republic', 'Share', 'Friends', 'Top', 'News', 'P', 'http']"
1144,Every <e>poll</e> has <a>declared</a> <a>Obama</a> the <a>winner!!!</a>,71,"['Every', 'poll', 'declare', 'Obama', 'winner']"
1145," Oh"" at me just finding out <e>Obama</e> has a half brother.",60,"['Oh', 'find', 'Obama', 'half', 'brother']"
1146," Jay-Z Stumps for <e>Obama</e> in New <a>Campaign Clip</a> http://t.co/l7QWSG9P""",80,"['Stumps', 'Obama', 'New', 'Campaign', 'Clip', 'http']"
1147," For round 2 of the debate"""" <e>Obama</e> reportedly going to """"try.""""""",71,"['round', 'debate', 'Obama', 'reportedly', 'go', 'try']"
1148," @conserv_voices @jjauthor @cspanwj Right about that. Want free stuff? Vote for <e>Obama</e>.""",94,"['conserv_voices', 'jjauthor', 'cspanwj', 'Right', 'Want', 'free', 'stuff', 'Vote', 'Obama']"
1149," A Grassroots <a>Event</a> with First Lady <e>Michelle Obama</e> (@ Cuyahoga Community College - Metropolitan Campus w/ 5 others) http://t.co/CoYuGkSQ""",151,"['Grassroots', 'Event', 'First', 'Lady', 'Michelle', 'Obama', 'Cuyahoga', 'Community', 'College', 'Metropolitan', 'Campus', 'w', 'others', 'http']"
1150," I just knew it...<e>Obama</e> was <a>born</a> in Indonesia""",60,"['know', 'Obama', 'bear', 'Indonesia']"
1151," Washington Monthly - The <a>Incomplete Greatness</a> of Barack <e>Obama</e> http://t.co/h1qND59J""",98,"['Washington', 'Monthly', 'Incomplete', 'Greatness', 'Barack', 'Obama', 'http']"
1152," @sixchained @RBPundit Who are you referring to you people? U lose! Your candidate is <a>sending our #jobs to #China</a>! LOL!! #Sensata #GOP #<e>Obama</e>""",156,"['sixchained', 'RBPundit', 'refer', 'people', 'U', 'lose', 'candidate', 'send', 'job', 'China', 'LOL', 'Sensata', 'GOP', 'Obama']"
1153," #DebateQusestion: """"If I canƒ??t <a>fix the economy</a> in 3 years"""" you can call me former President #<e>Obama</e>."""" Did you over promise and under deliver?""",160,"['DebateQusestion', 'canƒ', 'fix', 'economy', 'years', 'call', 'former', 'President', 'Obama', 'promise', 'deliver']"
1154," today my computer class teacher told me the <e>Obama</e> <a>website</a> has some viruses o""",92,"['today', 'computer', 'class', 'teacher', 'tell', 'Obama', 'website', 'viruses']"
1155," <e>Obama</e> Will Vote in Chicago on Oct. 25 - NBC Chicago (blog): <e>Obama</e> Will Vote in Chicago on Oct. 25NBC Chicago (bl... http://t.co/FF84qJd6""",152,"['Obama', 'Vote', 'Chicago', 'Oct', 'NBC', 'Chicago', 'blog', 'Obama', 'Vote', 'Chicago', 'Oct', 'Chicago', 'bl', 'http']"
1156," <e>Mrs Obama</e> said her absentee ballot is on its way to Illinois """"which means that we are one vote closer to re-electing my husband...""""""",142,"['Mrs', 'Obama', 'say', 'absentee', 'ballot', 'way', 'Illinois', 'mean', 'one', 'vote', 'closer', 'husband']"
1157," Today is a good ass day"" my one direction magazine came in the mail my <e>Obama sticker</e> and my tattoo has been okayed by my Grandma. fuck yes",146,"['Today', 'good', 'ass', 'day', 'one', 'direction', 'magazine', 'come', 'mail', 'Obama', 'sticker', 'tattoo', 'okay', 'Grandma', 'fuck', 'yes']"
1158," Obama Campaign: """"Come On"""" <e>Benghazi</e> Was Only A Compound"""" (Video) http://t.co/uFDeRHJq""",96,"['Obama', 'Campaign', 'Come', 'Benghazi', 'Compound', 'Video', 'http']"
1159," <e>Obama team</e> looking to feisty <a>Biden performance</a> for inspiration in second debate http://t.co/dhEQYM6t""",116,"['Obama', 'team', 'look', 'feisty', 'Biden', 'performance', 'inspiration', 'second', 'debate', 'http']"
1160," ABC Censors Snip <e>Obama</e> '<a>Communist</a>' Line from New Tim Allen Sitcom - http://t.co/NXHnOZO0 via @BreitbartNews""",123,"['ABC', 'Censors', 'Snip', 'Obama', 'Line', 'New', 'Tim', 'Allen', 'Sitcom', 'http', 'via', 'BreitbartNews']"
1161," GOP"" Dem insiders expect better second debate <a>performance</a> from <e>Obama</e> http://t.co/cEIsCqxL",104,"['GOP', 'Dem', 'insiders', 'expect', 'better', 'second', 'debate', 'performance', 'Obama', 'http']"
1162," <e>Obama</e>ƒ??s New Debate <a>Strategy</a> http://t.co/2khjJUxO via @NewYorker""",81,"['Obamaƒ', 'New', 'Debate', 'Strategy', 'http', 'via', 'NewYorker']"
1163," @PaulBegala  <e>Obama</e> need to <a>claim</a> the mantle : """"customer creator""""http://t.co/MLYazRJC""",102,"['PaulBegala', 'Obama', 'need', 'claim', 'mantle', 'customer', 'creator', 'http']"
1164," If <e>Obama</e> wins it will fascinating to see how he plays his strong hand re: Bush <a>tax cuts</a> expiring. Will he seek to break the GOP?""",144,"['Obama', 'win', 'fascinate', 'see', 'play', 'strong', 'hand', 'Bush', 'tax', 'cut', 'expire', 'seek', 'break', 'GOP']"
1165," <e>Obama</e>s Cast Ballots Early"" A Presidential First: President <e>Obama</e> and First Lady Michelle <e>Obama</e> will both cast th... http://t.co/omLWc62d",158,"['Obamas', 'Cast', 'Ballots', 'Early', 'Presidential', 'First', 'President', 'Obama', 'First', 'Lady', 'Michelle', 'Obama', 'cast', 'th', 'http']"
1166," <e>Buffet</e>t performs at <e>Obama</e> Fundraiser: Jimmy <e>Buffet</e>t performed at a Democratic <a>fundraiser</a> for the re-election campaign of President Ba...""",166,"['Buffett', 'perform', 'Obama', 'Fundraiser', 'Jimmy', 'Buffett', 'perform', 'Democratic', 'fundraiser', 'campaign', 'President', 'Ba']"
1167," The <e>Obama</e> <a>economy</a>: This time was different http://t.co/Z4xOwicb""",79,"['Obama', 'economy', 'time', 'different', 'http']"
1168," <e>Michelle Obama</e> <a>votes</a> early for her husband http://t.co/XJmiJ4tz via @USAToday luv u FLOTUS""",106,"['Michelle', 'Obama', 'vote', 'early', 'husband', 'http', 'via', 'USAToday', 'luv', 'u', 'FLOTUS']"
1169," Wag That Dog: <e>Obama</e> Administration Reveals <a>Top Secret Plans</a> To Surprise-Bomb Somethingƒ?? http://t.co/RqpGZzMc #news #conservative""",146,"['Wag', 'Dog', 'Obama', 'Administration', 'Reveals', 'Top', 'Secret', 'Plans', 'Somethingƒ', 'http', 'news', 'conservative']"
1170," @IngrahamAngle How can Gov Thompson be sure <e>Obama</e> is really the son of Kenya <e>Obama</e>? We never have positive identity of exactly who he is?""",153,"['IngrahamAngle', 'Gov', 'Thompson', 'sure', 'Obama', 'really', 'son', 'Kenya', 'Obama', 'never', 'positive', 'identity', 'exactly']"
1171," #BucketList : meet President <e>Obama</e> ƒ?""",47,"['BucketList', 'meet', 'President', 'Obama']"
1172," can somebody send me a link to a live stream TV site for <e>Romney</e> <e>Obama</e> shortly?""",94,"['somebody', 'send', 'link', 'live', 'stream', 'TV', 'site', 'Romney', 'Obama', 'shortly']"
1173," If <e>Obama</e> wins re-election"" they should lower the <a>gas prices</a> to at least $2/gallon",96,"['Obama', 'win', 'lower', 'gas', 'price', 'least']"
1174," I had someone say to me today """"you don't like <e>Obama</e> just cus he's black""""""",83,"['someone', 'say', 'today', 'like', 'Obama', 'cus', 'black']"
1175," @ChatchaFoster Yeah! <e>Obama</e> 2016"" or something.",54,"['ChatchaFoster', 'Yeah', 'Obama', 'something']"
1176," Main Stream """"News Media"""" (Already) <a>building</a> up for a <a>great debate</a> for <e>Obama</e> tomorrow night: After a couple of Joe's uppers & just show up ??""",165,"['Main', 'Stream', 'News', 'Media', 'Already', 'build', 'great', 'debate', 'Obama', 'tomorrow', 'night', 'couple', 'Joe', 'uppers', 'show']"
1177," <e>Obama</e> Admin <a>Bans Drilling</a> On 11.5 Million Acres Of National Petroleum Reserve http://t.co/DIgnmcIe""",114,"['Obama', 'Admin', 'Bans', 'Drilling', 'Million', 'Acres', 'National', 'Petroleum', 'Reserve', 'http']"
1178," This guy is riding around on a motorcycle advertising <e>Obama</e>... Lol.""",76,"['guy', 'rid', 'around', 'motorcycle', 'advertise', 'Obama', 'Lol']"
1179," #<e>martha</e> met with #<e>Biden</e> I wonder if #<e>Candy</e> is meeting with #<e>Obama</e>?""",96,"['martha', 'meet', 'Biden', 'wonder', 'Candy', 'meet', 'Obama']"
1180," @wallace_dmote hahah I saw a shirt that said 10000000 at <e>Obama</e> inauguration only 4 missed work hahahahahaah""",116,"['wallace_dmote', 'hahah', 'saw', 'shirt', 'say', 'Obama', 'inauguration', 'miss', 'work', 'hahahahahaah']"
