,tweet,tweet_length,tweet_cleaned
814,Mott <e>Romney</e> asking for <a>donations</a> lol,50,"['Mott', 'Romney', 'ask', 'donations', 'lol']"
815,"If you are a <e>woman</e> voting for <a>Romney,</a> do some RESEARCH.",69,"['woman', 'vote', 'Romney', 'RESEARCH']"
816,#C-SPAN 2012  No one has any real idea of <e>Romney's</e> <a>actions</a> if he became President.  I'm not willing to take his word for it.,138,"['one', 'real', 'idea', 'Romney', 'action', 'become', 'President', 'will', 'take', 'word']"
817,"<e>Romney:</e> ""Want to know how I'll fix the <a>economy?</a> Elect me and then I'll tell you.""",95,"['Romney', 'Want', 'know', 'fix', 'economy', 'Elect', 'tell']"
818,"<e>Romney,</e> How can you talk about 'level the playing field' while taking away <a>education</a> funding in the USA?  #ComeOnSon!?!",133,"['Romney', 'talk', 'play', 'field', 'take', 'away', 'education', 'fund', 'USA', 'ComeOnSon']"
819,"Just read that in the state that Mitt <e>Romney</e> was governor of, he's <a>loosing</a> by <a>25</a> points. Interesting factoid there. Yes, I said factoid.",157,"['read', 'state', 'Mitt', 'Romney', 'governor', 'loose', 'point', 'Interesting', 'factoid', 'Yes', 'say', 'factoid']"
820,@yuda i'm just curious as hell if Americans will get annoyed at the end of the next debate if <e>Romney</e> is still <a>plan-less.</a>,134,"['yuda', 'curious', 'hell', 'Americans', 'get', 'annoy', 'end', 'next', 'debate', 'Romney', 'still']"
821,LOL everyones talking <a>shit</a> about <e>Romney.</e>,54,"['LOL', 'everyones', 'talk', 'shit', 'Romney']"
822,Obama knew Romney's positions better than Romney. <e>Romney</e> <a>couldn't</a> <a>remember</a> what he was for or against. #debate #Heforgothisbeliefs,151,"['Obama', 'know', 'Romney', 'position', 'better', 'Romney', 'Romney', 'could', 'remember', 'debate', 'Heforgothisbeliefs']"
823,<e>Romney</e> has to <a>promote</a> himself. Obama trends without anything. #Obama2012 http://t.co/lsJBSiEb,107,"['Romney', 'promote', 'Obama', 'trend', 'without', 'anything', 'http']"
824,I don't need to know that you know how to create jobs Governor <e>Romney;</e> I need to know HOW you're going to create <a>jobs.</a>,132,"['need', 'know', 'know', 'create', 'job', 'Governor', 'Romney', 'need', 'know', 'go', 'create', 'job']"
825,Obviously if <e>Romney</e> wins all y'all gonna be <a>slaves....</a> #STFU,74,"['Obviously', 'Romney', 'win', 'gon', 'na', 'slave', 'STFU']"
826,"obama: ""we need to hire more women in the workplace"" <e>Romney:</e> ""..i hired a <a>woman</a> once"" #debate #givemeabreak",121,"['obama', 'need', 'hire', 'women', 'workplace', 'Romney', 'hire', 'woman', 'debate', 'givemeabreak']"
827,<e>Romney</e> and Obama <a>spar</a> over their women-friendly policies http://t.co/7tz8DKpm,91,"['Romney', 'Obama', 'spar', 'policies', 'http']"
828,President Clinton Explains Mitt <e>Romney's</e> $5 Trillion <a>Tax</a> Cut: http://t.co/MK3EWkeh via @barackobama,113,"['President', 'Clinton', 'Explains', 'Mitt', 'Romney', 'Trillion', 'Tax', 'Cut', 'http', 'via', 'barackobama']"
829,"When <e>Romney</e> said he was a different person than <a>Bush,</a> Obama should have quipped ""you're right Gov. Bush beat McCain, you didn't"" #dropthemic",154,"['Romney', 'say', 'different', 'person', 'Bush', 'Obama', 'quip', 'right', 'Gov', 'Bush', 'beat', 'McCain', 'dropthemic']"
830,"He is not the <a>Governor</a> anymore, stop saying it. He is Former Governor Mitt <e>Romney.</e>",96,"['Governor', 'anymore', 'stop', 'say', 'Former', 'Governor', 'Mitt', 'Romney']"
831,Watch Obama and <e>Romney</e> Spar Over Apple's <a>Chinese</a> Labor http://t.co/EU2FJiQN,89,"['Watch', 'Obama', 'Romney', 'Spar', 'Apple', 'Chinese', 'Labor', 'http']"
832,"Once Obama took full responsibilty on <a>Libya,</a> <e>Romney</e> should have stopped.  He didn't and made the biggest blunder of #debate2012 #debate",149,"['Obama', 'take', 'full', 'responsibilty', 'Libya', 'Romney', 'stop', 'make', 'biggest', 'blunder', 'debate']"
833,I can't think of anything good <e>Obama</e> has <a>done</a> for country. #RomneyRyan12,86,"['ca', 'think', 'anything', 'good', 'Obama', 'do', 'country']"
834,Mitt <e>Romney</e> is such a <a>skeever</a>,43,"['Mitt', 'Romney', 'skeever']"
835,"Tonight's gold star: RT @Marty_Chan: To be fair, <e>Romney's</e> <a>#Bindersfullofwomen</a> is only 53% full.",109,"['Tonight', 'gold', 'star', 'RT', 'Marty_Chan', 'fair', 'Romney', 'Bindersfullofwomen', 'full']"
836,<e>Romney's</e> not the only one with a binder filled with <a>women</a>,71,"['Romney', 'one', 'binder', 'fill', 'women']"
837,STOP THE PRESS: <e>Romney</e> <a>looks</a> like a Lego man.,59,"['STOP', 'PRESS', 'Romney', 'look', 'like', 'Lego', 'man']"
838,It would be funny if <e>Romney</e> wins and gives a s/o to the haters and sends all the <a>immigrants</a> back home!,116,"['would', 'funny', 'Romney', 'win', 'give', 'haters', 'send', 'immigrants', 'back', 'home']"
839,Double win for Detroit: They are one game away from World Series and <e>Romney</e> gets exposed nationally for wanting auto industry to <a>fail</a>,147,"['Double', 'win', 'Detroit', 'one', 'game', 'away', 'World', 'Series', 'Romney', 'get', 'expose', 'nationally', 'want', 'auto', 'industry', 'fail']"
840,Ten things you should know about <e>Romney's</e> extreme stance on <a>women's</a> rights http://t.co/ilP4tXz1,109,"['Ten', 'things', 'know', 'Romney', 'extreme', 'stance', 'women', 'right', 'http']"
841,Why don't we all <e>vote</e> <a>independent?</a> Screw Obama and Romney! #PDSLive,81,"['vote', 'independent', 'Screw', 'Obama', 'Romney', 'PDSLive']"
842,<e>Romney:</e> I won't reduce <a>taxes</a> for wealthy (via @cnn) http://t.co/wCyEi918,86,"['Romney', 'wo', 'reduce', 'tax', 'wealthy', 'via', 'cnn', 'http']"
843,RealClearPolitics Video - Luntz Focus Group Of Mostly Former Obama <e>Voters</e> <a>Switch</a> To Romney http://t.co/B4nr0k0o,125,"['RealClearPolitics', 'Video', 'Luntz', 'Focus', 'Group', 'Mostly', 'Former', 'Obama', 'Voters', 'Switch', 'Romney', 'http']"
844,"Good Night. I'm a happy liberal girl because <e>Obama</e> had <a>stand</a> up to that Romney, tonight.",102,"['Good', 'Night', 'happy', 'liberal', 'girl', 'Obama', 'stand', 'Romney', 'tonight']"
845,http://t.co/9zHusDb3 Obama and <e>Romney</e> Turn Up the <a>Temperature</a> at Their Second Debate: In a c... http://t.co/XS0Xxv86 http://t.co/b4yf2Lkc,151,"['http', 'Obama', 'Romney', 'Turn', 'Temperature', 'Second', 'Debate', 'c', 'http', 'http']"
846,"Obama and <e>Romney</e> Turn Up the <a>Temperature</a> at Their Second Debate: In a charged and clenched debate, President Oba... http://t.co/XU0qf9oB",150,"['Obama', 'Romney', 'Turn', 'Temperature', 'Second', 'Debate', 'charge', 'clench', 'debate', 'President', 'Oba', 'http']"
847,"OOC: If Romney wins the election, <e>I</e> will probably <a>cry.</a>",68,"['OOC', 'Romney', 'win', 'election', 'probably', 'cry']"
848,<e>Romney</e> plans to use his personal savings to balance the <a>budget.</a>,77,"['Romney', 'plan', 'use', 'personal', 'save', 'balance', 'budget']"
849,@iamJanaeDaneice  That's like saying Harry <e>Reid's</e> going to <a>vote</a> for Romney.,89,"['iamJanaeDaneice', 'like', 'say', 'Harry', 'Reid', 'go', 'vote', 'Romney']"
850,Everyone seems to be putting the <e>blame</e> on <a>Romney.</a> Poor guy. Lolwutjk I don't even know what's going on tbh.,121,"['Everyone', 'seem', 'put', 'blame', 'Romney', 'Poor', 'guy', 'Lolwutjk', 'even', 'know', 'go', 'tbh']"
851,I really don't understand how any <e>woman</e> can go for <a>Romney.</a> #dontgetit,83,"['really', 'understand', 'woman', 'go', 'Romney', 'dontgetit']"
852,"Sharp <a>exchanges</a> between Obama, <e>Romney</e> at second debate http://t.co/yDyhMYxA  via @nbcpolitics",107,"['Sharp', 'exchange', 'Obama', 'Romney', 'second', 'debate', 'http', 'via', 'nbcpolitics']"
853,@chrisrockoz: The main takeaway tonight is that Mitt <e>Romney</e> doesn't <a>listen</a> when a woman says stop. #debate #debates,129,"['chrisrockoz', 'main', 'takeaway', 'tonight', 'Mitt', 'Romney', 'listen', 'woman', 'say', 'stop', 'debate', 'debate']"
854,Everybody saying if <e>Romney</e> <a>wins</a> <e>i'm</e> <a>leaving</a> the U.S..... Yea alright....,100,"['Everybody', 'say', 'Romney', 'win', 'leave', 'Yea', 'alright']"
855,'Binders Full Of <a>Women':</a> Mitt <e>Romney's</e> Comment Goes Viral (VIDEO) - Huffington Post http://t.co/VA3ddMpe,118,"['Full', 'Women', 'Mitt', 'Romney', 'Comment', 'Goes', 'Viral', 'VIDEO', 'Huffington', 'Post', 'http']"
856,"<e>Romney's</e> answer to equal pay for <a>women:</a>  ""binders full of women.""  I wonder what his policy for increased workplace diversity?",140,"['Romney', 'answer', 'equal', 'pay', 'women', 'binders', 'full', 'women', 'wonder', 'policy', 'increase', 'workplace', 'diversity']"
857,"1.2 billion <a>deficit</a> for Massachusetts under <e>Romney.</e>  How's is that ""balancing the budget""??#Sensata #47Percent #O-LIMP-ICS #BAINSANITY",148,"['billion', 'deficit', 'Massachusetts', 'Romney', 'balance', 'budget', 'Sensata', 'BAINSANITY']"
858,<e>I</e> demand #Romney produce his <a>#bindersfullofwomen</a> along with his <a>tax</a> returns #hardball #Edshow #thedebate,125,"['demand', 'Romney', 'produce', 'bindersfullofwomen', 'along', 'tax', 'return', 'hardball', 'Edshow', 'thedebate']"
859,"More assertive <e>Obama</e> trades <a>barbs</a> with Romney, targets wealth issues | The Ticket - Yahoo! News http://t.co/ynhkt5o7 via @YahooNews",145,"['assertive', 'Obama', 'trade', 'barb', 'Romney', 'target', 'wealth', 'issue', 'Ticket', 'Yahoo', 'News', 'http', 'via', 'YahooNews']"
860,<e>Romney</e> <a>said</a> that he would make the U.S. more attractive to entrepreneurs and businesses in order to resolve the problem of outsourcing.,149,"['Romney', 'say', 'would', 'make', 'attractive', 'entrepreneurs', 'businesses', 'order', 'resolve', 'problem', 'outsource']"
861, <e>Romney</e>'s Favorite Line About China Just Became Obsolete http://t.co/XPML9mRl via @bi_contributors,105,"['Romney', 'Favorite', 'Line', 'China', 'Became', 'Obsolete', 'http', 'via', 'bi_contributors']"
862, This election offers a clear choice: a semi-moderate,53,"['election', 'offer', 'clear', 'choice']"
863, <e>Romney</e>'s possible routes to victory in the battleground states | Harry J Enten - http://t.co/hAebpyok,109,"['Romney', 'possible', 'rout', 'victory', 'battleground', 'state', 'Harry', 'J', 'Enten', 'http']"
864, Analysis: <e>Romney</e> wants a repeat,39,"['Analysis', 'Romney', 'want', 'repeat']"
865, <e>Mitt Romney</e> later <a>apologized</a> to <e>Stacey Dash</e> on twitter,76,"['Mitt', 'Romney', 'later', 'apologize', 'Stacey', 'Dash', 'twitter']"
866, <e>Mitt Romney</e> will be at TCC tomorrow at 1:15.,52,"['Mitt', 'Romney', 'TCC', 'tomorrow']"
867, Get the details for <e>Romney<e>'s <a>Tax Plan</a> http://t.co/Rko4iumx Also see the JavaScript: http://t.co/QJAKfDdP /via @nklopfen,133,"['Get', 'detail', 'Romney', 'Tax', 'Plan', 'http', 'Also', 'see', 'JavaScript', 'http', 'via', 'nklopfen']"
868, The <e>Romney</e> <a>Tax Plan</a> by Brian Wesbury,51,"['Romney', 'Tax', 'Plan', 'Brian', 'Wesbury']"
869, On the Agenda: <e>Mitt Romney</e> wants to increase <a>military spending</a> by $2 trillion over 10 years.,107,"['Agenda', 'Mitt', 'Romney', 'want', 'increase', 'military', 'spend', 'trillion', 'years']"
870, Ideally #<e>Romney</e> will have chance to say,47,"['Ideally', 'Romney', 'chance', 'say']"
871, 5 Things <e>Mitt Romney</e> Needs to Do in Tonight's Presidential <a>Debate</a> - U.S. News & World Report (blog) http://t.co/sB2djzwJ,135,"['Things', 'Mitt', 'Romney', 'Needs', 'Tonight', 'Presidential', 'Debate', 'News', 'World', 'Report', 'blog', 'http']"
872, Check out <e>Romney</e>'s <a>tax plan</a>: http://t.co/QKnmeyus (via @jasonsantamaria),87,"['Check', 'Romney', 'tax', 'plan', 'http', 'via', 'jasonsantamaria']"
873,I have a easy way to end voter intimidation,43,"['easy', 'way', 'end', 'voter', 'intimidation']"
874, <e>Mitt Romney</e> releases his <a>tax plan</a>: http://t.co/U4nCLSY3,70,"['Mitt', 'Romney', 'release', 'tax', 'plan', 'http']"
875, <e>Romney</e>'s <a>Tax Plan</a>! http://t.co/B7XN39VK,54,"['Romney', 'Tax', 'Plan', 'http']"
876, <e>Romney</e>'s actual jobs plan: http://t.co/jefP5xxO,55,"['Romney', 'actual', 'job', 'plan', 'http']"
877, #Breaking: <e>Romney</e> arrives at Hofstra University in New York for <a>debate walk through</a> - @ZekeJMiller http://t.co/zaxdIJKB,134,"['Breaking', 'Romney', 'arrive', 'Hofstra', 'University', 'New', 'York', 'debate', 'walk', 'ZekeJMiller', 'http']"
878, I'm not really worried about this <a>debate</a> as much. If <e>Romney</e> does the same thing,94,"['really', 'worry', 'debate', 'much', 'Romney', 'thing']"
879, When you see <e>Romney</e> in the town hall <a>debate</a> tonight,66,"['see', 'Romney', 'town', 'hall', 'debate', 'tonight']"
880, #<e>Romney</e> <a>Tax Plan</a> - http://t.co/EJd6mogR,54,"['Romney', 'Tax', 'Plan', 'http']"
881, <e>Mitt Romney</e>. http://t.co/2RY1DHex,41,"['Mitt', 'Romney', 'http']"
882, How <e>Mitt Romney</e> can <a>win</a> without Ohio - Yahoo! News http://t.co/j2Xq9GIQ via @YahooNews,101,"['Mitt', 'Romney', 'win', 'without', 'Ohio', 'Yahoo', 'News', 'http', 'via', 'YahooNews']"
883,"EXCLUSIVE! From @pboink""""  <e>Mitt Romney</e>responds to the flap over his """"binders full of women"""" comment. http://t.co/L8pHCcyb""",131,"['EXCLUSIVE', 'pboink', 'Mitt', 'Romneyresponds', 'flap', 'binders', 'full', 'women', 'comment', 'http']"
884,"<e>Mitt Romney</e>victime d‚ Google Bombing... http://t.co/XuFBU35V""""""",70,"['Mitt', 'Romneyvictime', 'Google', 'Bombing', 'http']"
885,"<e>Romney</e>ad says Medicare"""" Social Security ‚at risk‚ under Obama: Using a clip of Mitt Romney‚ remarks during Tue... http://t.co/oGI1zWFx""",143,"['Romneyad', 'say', 'Medicare', 'Social', 'Security', 'Obama', 'Using', 'clip', 'Mitt', 'remark', 'Tue', 'http']"
886,"‚@HuffingtonPost: <e>Romney</e>adviser on Ledbetter Act: """"""""He was opposed to it at the time. He would not repeal it""""""""""""""",124,"['HuffingtonPost', 'Romneyadviser', 'Ledbetter', 'Act', 'oppose', 'time', 'would', 'repeal']"
887,"I'm not ashamed to admit that I'm attracted to Ann <e>Romney</e>and Paul Ryan #lovehasnolimits""""""",97,"['ashamed', 'admit', 'attract', 'Ann', 'Romneyand', 'Paul', 'Ryan', 'lovehasnolimits']"
888,"I'm tired of watching debates. Sit down"" Mr. President and Gov'na <e>Romney</e>.",80,"['tire', 'watch', 'debate', 'Sit', 'Mr', 'President', 'Romney']"
889,"<e>Mitt Romney</e>'s Condescending Views Toward Women - http://t.co/J9THF2Ti""""""",79,"['Mitt', 'Romney', 'Condescending', 'Views', 'Toward', 'Women', 'http']"
890,"MassGAP responds to <e>Mitt Romney</e>on women appointees http://t.co/XQrDjlb4""""""",81,"['MassGAP', 'respond', 'Mitt', 'Romneyon', 'women', 'appointees', 'http']"
891,"#POLS1101 Where are the Libertarians? Gary Johnson might take on <e>Romney</e>'s voters"""" is it too soon for a new party? -http://t.co/GOvZ0cPO""",144,"['Libertarians', 'Gary', 'Johnson', 'might', 'take', 'Romney', 'voters', 'soon', 'new', 'party', 'http']"
892,"Rep. Billy Long Shares a <e>Romney</e>Story You May Not Have Heardhttp://t.co/7bAZfW15 via @theblaze""""""",103,"['Rep', 'Billy', 'Long', 'Shares', 'RomneyStory', 'May', 'Heardhttp', 'via', 'theblaze']"
893,"Great opinion piece on @nbclatino: """"""""<e>Romney</e> said ‚illegal twelve times. Enough said"""""""" http://t.co/wh0xoKPu #immigration #latism""""""",141,"['Great', 'opinion', 'piece', 'nbclatino', 'Romney', 'say', 'twelve', 'time', 'Enough', 'say', 'http', 'immigration', 'latism']"
894,"I love how the mediator told <e>Romney</e>to sit down- KT SR""""""",63,"['love', 'mediator', 'tell', 'Romneyto', 'sit', 'KT', 'SR']"
895,"Women don't need equal pay. They need flex hours so they can make dinner on time.  .@TPM: Adviser: <e>Romney</e>didn't support Lilly Ledbetter Act""""""",149,"['Women', 'need', 'equal', 'pay', 'need', 'flex', 'hours', 'make', 'dinner', 'time', 'TPM', 'Adviser', 'Romneydid', 'support', 'Lilly', 'Ledbetter', 'Act']"
896,"Healy: Unlike at White House"""" Romney's Gubernatorial Administration Never a 'Boys Club' http://t.co/RFmTYrBf #news #conservative""",130,"['Healy', 'Unlike', 'White', 'House', 'Romney', 'Gubernatorial', 'Administration', 'Never', 'Club', 'http', 'news', 'conservative']"
897,"How <e>Romney</e>'s #BindersFullofWomen Remark Might Actually Help This Woman Land a Job http://t.co/t0Q08EQA via @WSJcareers""",126,"['Romney', 'BindersFullofWomen', 'Remark', 'Might', 'Actually', 'Help', 'Woman', 'Land', 'Job', 'http', 'via', 'WSJcareers']"
898,"@foxnewspolitics <e>Romney</e>wins the election with 318 electoral votes""",73,"['foxnewspolitics', 'Romneywins', 'election', 'electoral', 'vote']"
899,"Moderator Crowley says <e>Romney</e>'right in the main' on Libya"" despite debate intervention! http://t.co/1GESrLJG",115,"['Moderator', 'Crowley', 'say', 'main', 'Libya', 'despite', 'debate', 'intervention', 'http']"
900,"@stephenkruiser @harpamystabler well I wasn't really talking about <e>Romney</e>. I was speaking more of affirmative action.""",125,"['stephenkruiser', 'harpamystabler', 'well', 'really', 'talk', 'Romney', 'speak', 'affirmative', 'action']"
901,"<e>Mitt Romney</e>Ad: The Choice http://t.co/afmOIggj #2012 #Election""",70,"['Mitt', 'RomneyAd', 'Choice', 'http', 'Election']"
902,"By 9pm: Indian Country Today seeks female lawyer re: <e>Romney</e>‚ """"binders full of women"""" comment and affirmative action: http://t.co/YDwOKXuq""",147,"['Indian', 'Country', 'Today', 'seek', 'female', 'lawyer', 'binders', 'full', 'women', 'comment', 'affirmative', 'action', 'http']"
903,"Mormons believe Quetzalcoatl of Mayan Myth/Prophecy of #2012 fame to be Jesu Cristo. Is <e>Mitt Romney</e>the Great White American Messiah?""",140,"['Mormons', 'believe', 'Quetzalcoatl', 'Mayan', 'fame', 'Jesu', 'Cristo', 'Mitt', 'Romneythe', 'Great', 'White', 'American', 'Messiah']"
904,"The Truth About """"Binders Full of Women"""" [from <e>Romney</e>'s tenure as Governor of Massachusetts] http://t.co/72bB4kuj""",122,"['Truth', 'Binders', 'Full', 'Women', 'Romney', 'tenure', 'Governor', 'Massachusetts', 'http']"
905,"<e>Romney</e>releases a response ad to counter """"Binders Full of Women"""" meme... http://t.co/GnQ6meqG #internetpower !""",119,"['Romneyreleases', 'response', 'ad', 'counter', 'Binders', 'Full', 'Women', 'meme', 'http', 'internetpower']"
906,"ie @leondejong is fijn bezig op Facebook! #Romney""",50,"['ie', 'leondejong', 'fijn', 'bezig', 'op', 'Facebook', 'Romney']"
907,"CNN‚ Crowley backtracks: <e>Romney</e>‚right in the main‚ on Benghazi [VIDEO] http://t.co/35kYMJVj""",99,"['Crowley', 'backtrack', 'Benghazi', 'VIDEO', 'http']"
908,"<e>Romney</e>'s endorsing Miller? #YouLie RT@politicoroger It's over. <e>Romney</e>Press Shop: """"<e>Mitt Romney</e>Announces Support of Comedian Dennis Miller""""""",161,"['Romney', 'endorse', 'Miller', 'YouLie', 'RT', 'politicoroger', 'RomneyPress', 'Shop', 'Mitt', 'RomneyAnnounces', 'Support', 'Comedian', 'Dennis', 'Miller']"
909,"<e>Romney</e>‚ ‚Binders Full Of Women‚ Takes Over Google Images: I don't know what images were showing up for ‚binders... http://t.co/6wGZNj38""",143,"['Full', 'Takes', 'Google', 'Images', 'know', 'image', 'show', 'http']"
910,"<e>Romney</e>has a secret plan to take over the Mid East for Oil/Cheney/Halliburton #Romneyhasasecretplanto""",108,"['Romneyhas', 'secret', 'plan', 'take', 'Mid', 'East', 'Romneyhasasecretplanto']"
911,"I think it's in God's plan for <e>Romney</e>to B wealthy to pay 4 security with all the death threats coming his way. God WILL protect His own!""",144,"['think', 'God', 'plan', 'Romneyto', 'B', 'wealthy', 'pay', 'security', 'death', 'threats', 'come', 'way', 'God', 'protect']"
912,"<e>obama</e> mocks <e>Romney</e>'s 'binders' comment at post-debate rally - http://t.co/FJcVYfTN http://t.co/x0YaaDXR""",118,"['obama', 'mock', 'Romney', 'comment', 'rally', 'http', 'http']"
913,"@jackie_gillies very true"" except we don't need to talk about politics to prove it #Romney #hahasofunny",103,"['jackie_gillies', 'true', 'except', 'need', 'talk', 'politics', 'prove', 'Romney', 'hahasofunny']"
914,"CNN‚ Candy Crowley: <e>Romney</e>Was Actually Right On Libya http://t.co/lBp6lUdg via @WestJournalism #p2 #tcot""",112,"['Candy', 'Crowley', 'RomneyWas', 'Actually', 'Right', 'Libya', 'http', 'via', 'WestJournalism', 'tcot']"
915,"@sanguinesu Ewww! If <e>Romney</e>wins you aren't allowed to have those anymore!""",81,"['sanguinesu', 'Ewww', 'Romneywins', 'allow', 'anymore']"
916,"The truth about <e>Romney</e>,binders full of women‚ http://t.co/3USfUv2H""",74,"['truth', 'Romney', 'binders', 'full', 'http']"
917,"<e>Mitt Romney</e>don't pay no taxes. For a reason.   http://t.co/ji6azPYg""",75,"['Mitt', 'Romneydo', 'pay', 'tax', 'reason', 'http']"
918,"Amazing. RT You post a stolen stock pic and tow the#GOP#Romney#Arizona's#Racist SB.1070 RT @TheDeLara @KeithOlbermann Come on Don't b upset""",140,"['Amazing', 'RT', 'post', 'steal', 'stock', 'pic', 'tow', 'GOP', 'Romney', 'Arizona', 'Racist', 'RT', 'TheDeLara', 'KeithOlbermann', 'Come', 'b', 'upset']"
919,"<e>Romney</e>: ‚[O]f Course You Have To Work Together To Create Timetables And Milestones"" But You Don't Do It With The Opposition.‚",132,"['Romney', 'f', 'Course', 'Work', 'Together', 'Create', 'Timetables', 'Milestones']"
920,"Bandz ah make her dance "" Stamps ah make her twerk. But if I become president yall hoes gone have WORK - Mitt Romney",116,"['Bandz', 'ah', 'make', 'dance', 'Stamps', 'ah', 'make', 'twerk', 'become', 'president', 'yall', 'hoe', 'go', 'WORK', 'Mitt', 'Romney']"
921,"Crowley corrects <e>Mitt Romney</e>. She was wrong. People attack """"Binders full of women"""" quote. Bipartisan women group takes credit for them.""",145,"['Crowley', 'correct', 'Mitt', 'Romney', 'wrong', 'People', 'attack', 'Binders', 'full', 'women', 'quote', 'Bipartisan', 'women', 'group', 'take', 'credit']"
922,"I just found out that <e>Mitt Romney</e>'s son's name is Tagg. We're all gonna die.""",84,"['find', 'Mitt', 'Romney', 'son', 'name', 'Tagg', 'gon', 'na', 'die']"
923,"All of a sudden a lot of people want <e>Romney</e>"" yo quiero ami negrito!",74,"['sudden', 'lot', 'people', 'want', 'Romney', 'yo', 'quiero', 'ami', 'negrito']"
924,"<e>Romney</e>'s deduction caps don't pay for tax cuts: study: WASHINGTON (Reuters) - <e>Mitt Romney</e>'s proposed ca... http://t.co/Vss6ibil Bisnis :""",151,"['Romney', 'deduction', 'cap', 'pay', 'tax', 'cut', 'study', 'WASHINGTON', 'Reuters', 'Mitt', 'Romney', 'propose', 'ca', 'http', 'Bisnis']"
925,"CNN Tries to Blunt <e>Romney</e>Criticism Over Candy Crowley: EXCLUSIVE CNN‚ Managing Editor sent an email around the... http://t.co/PQT0nJwD""",142,"['CNN', 'Tries', 'Blunt', 'RomneyCriticism', 'Candy', 'Crowley', 'EXCLUSIVE', 'Managing', 'Editor', 'send', 'email', 'around', 'http']"
926,"New post: 'Are The Presidential Candidates Good"" Respectable Men.' http://t.co/zTcQTUQA #debate2012 #debate #Potus #Obama #Romney",129,"['New', 'post', 'Presidential', 'Candidates', 'Good', 'Respectable', 'Men', 'http', 'debate', 'Potus', 'Obama', 'Romney']"
927,"<e>Mitt Romney</e>don't pay no tax"" Mitt Romney don't pay no tax.",65,"['Mitt', 'Romneydo', 'pay', 'tax', 'Mitt', 'Romney', 'pay', 'tax']"
928,"Nigga call me Steve <e>Romney</e>""",34,"['Nigga', 'call', 'Steve', 'Romney']"
929,"I bet <e>Mitt Romney</e>wears crocks.""",38,"['bet', 'Mitt', 'Romneywears', 'crock']"
930,"I know another thing about <e>Mitt Romney</e>having worked with him so long.  I know when he gets to Washington"" he‚... http://t.co/s3wDdeWQ",140,"['know', 'another', 'thing', 'Mitt', 'Romneyhaving', 'work', 'long', 'know', 'get', 'Washington', 'http']"
931,"So if your employer tell you to vote for <e>Romney</e>or lose your job what would your reaction be?""",100,"['employer', 'tell', 'vote', 'Romneyor', 'lose', 'job', 'would', 'reaction']"
932,"President Clinton Explains <e>Mitt Romney</e>'s $5 Trillion <a>Tax Cut</a> http://t.co/VLsRQCVn via @youtube""",109,"['President', 'Clinton', 'Explains', 'Mitt', 'Romney', 'Trillion', 'Tax', 'Cut', 'http', 'via', 'youtube']"
933,"@WhoopiGoldberg """"Hardball w/Chris Matthews stated the CEOs of lg companies were threaten employees to vote <e>Romney</e>or lose jobs.""",135,"['WhoopiGoldberg', 'Hardball', 'Matthews', 'state', 'CEOs', 'lg', 'company', 'threaten', 'employees', 'vote', 'Romneyor', 'lose', 'job']"
934,"<e>Romney</e>Adviser: <e>Romney</e>Would Have Opposed Lilly Ledbetter In 2009 | @ThinkProgress http://t.co/SubebIJD""",116,"['RomneyAdviser', 'RomneyWould', 'Opposed', 'Lilly', 'Ledbetter', 'ThinkProgress', 'http']"
935,"@jamalhbryant @SamFeistCNN Interesting statistics"" it explains why it seemed like Romney got more time even though apparently he did not-",137,"['jamalhbryant', 'SamFeistCNN', 'Interesting', 'statistics', 'explain', 'seem', 'like', 'Romney', 'get', 'time', 'even', 'though', 'apparently']"
936,"<e>Romney</e>/Ryan ‚ http://t.co/8EcryvIL""",42,['http']
937,"<e>Michelle obama</e> vs. <e>Ann Romney</e>‚ Fashion Faceoff  http://t.co/0yNcxHel""",83,"['Michelle', 'obama', 'vs', 'Ann', 'Fashion', 'Faceoff', 'http']"
938,"<e>Romney</e>and the binder blunder - Yahoo! News http://t.co/jrWyQ9yo via @YahooNews""",86,"['Romneyand', 'binder', 'blunder', 'Yahoo', 'News', 'http', 'via', 'YahooNews']"
939,"@deniseromano NEW HIDDEN CAMERA VIDEO re: #Romney's #Mormon cult: http://t.co/5KOysktn""",87,"['deniseromano', 'NEW', 'HIDDEN', 'CAMERA', 'VIDEO', 'Romney', 'Mormon', 'cult', 'http']"
940,"how many times does the <a>5 point plan<a> need to be expressed for Bob Beckel to understand <e>Romney</e>has a five point plan...""",131,"['many', 'time', 'point', 'plan', 'need', 'express', 'Bob', 'Beckel', 'understand', 'Romneyhas', 'five', 'point', 'plan']"
941,<e>Romney</e>'s plan for gun control is ... two parent households. Okay.,72,"['Romney', 'plan', 'gun', 'control', 'two', 'parent', 'households', 'Okay']"
942,"<e>Romney </e>is totally confused about causality if he can say ""<a>government does not create jobs</a>"" yet claims his policies will create jobs.",146,"['Romney', 'totally', 'confuse', 'causality', 'say', 'government', 'create', 'job', 'yet', 'claim', 'policies', 'create', 'job']"
943,I fucking hate <e>Mitt Romney</e>'s face. This mother fucker's constantly got this geeky ass smirk which I'd just love to smack right off.,138,"['fuck', 'hate', 'Mitt', 'Romney', 'face', 'mother', 'fucker', 'constantly', 'get', 'geeky', 'ass', 'smirk', 'love', 'smack', 'right']"
